#Query	Hit	E-value	Identity	Score	Query-start	Query-end	Hit-start	Hit-end	Hit-length	description	class	class description
comp15553_c0_seq1_FPKM_all:5.891_FPKM_rel:2.997_len:1003_path:[	PRK13184	2e-09	29	58.2	113	192	134	231	932	serine/threonine-protein kinase	X	Multifunctional
comp15729_c0_seq1_FPKM_all:4.067_FPKM_rel:4.067_len:1562_path:[	PRK13808	1e-05	29	46.4	16	125	206	313	333	adenylate kinase	F	Nucleotide transport and metabolism
comp14360_c0_seq2_FPKM_all:6.955_FPKM_rel:3.605_len:1601_path:[	PRK11102	2e-14	30	75.7	52	205	18	172	377	bicyclomycin/multidrug efflux system	G	Carbohydrate transport and metabolism
comp18604_c0_seq1_FPKM_all:3.847_FPKM_rel:1.923_len:657_path:[1	PRK01827	7e-58	62	216	1	124	141	264	264	thymidylate synthase	F	Nucleotide transport and metabolism
comp19212_c0_seq2_FPKM_all:4.391_FPKM_rel:2.238_len:1618_path:[	PRK10879	5e-56	32	213	41	462	41	435	438	proline aminopeptidase P II	E	Amino acid transport and metabolism
comp21351_c0_seq1_FPKM_all:3.98_FPKM_rel:3.98_len:369_path:[0].	PRK05379	2e-09	35	56.2	29	106	216	278	340	bifunctional nicotinamide mononucleotide adenylyltransferase/ADP-ribose pyrophosphatase	X	Multifunctional
comp20077_c0_seq1_FPKM_all:3.839_FPKM_rel:3.839_len:1192_path:[	PRK06847	2e-25	25	111	44	395	1	328	375	hypothetical protein	X	Multifunctional
comp21193_c0_seq1_FPKM_all:4.288_FPKM_rel:4.288_len:462_path:[0	PRK05518	9e-25	38	107	34	150	12	120	180	50S ribosomal protein L6P	J	Translation, ribosomal structure and biogenesis
comp21197_c0_seq1_FPKM_all:4.132_FPKM_rel:2.523_len:934_path:[0	PRK11705	2e-25	37	110	1	136	171	297	383	cyclopropane fatty acyl phospholipid synthase	M	Cell wall/membrane/envelope biogenesis
comp13578_c0_seq2_FPKM_all:7.195_FPKM_rel:5.139_len:864_path:[0	PRK09581	4e-09	30	56.4	11	145	5	119	457	response regulator PleD	T	Signal transduction mechanisms
comp12105_c0_seq2_FPKM_all:7.239_FPKM_rel:3.871_len:953_path:[0	PRK01250	7e-12	26	65.7	35	225	5	168	176	inorganic pyrophosphatase	C	Energy production and conversion
comp13818_c0_seq1_FPKM_all:4.356_FPKM_rel:2.213_len:1435_path:[	PRK13184	4e-07	21	50.9	51	329	10	289	932	serine/threonine-protein kinase	X	Multifunctional
comp13431_c0_seq1_FPKM_all:3.378_FPKM_rel:3.378_len:364_path:[1	PRK12678	3e-05	17	41.8	46	120	183	257	672	transcription termination factor Rho	K	Transcription
comp3929_c0_seq2_FPKM_all:58.401_FPKM_rel:53.584_len:1858_path:	PRK10826	2e-05	38	45.7	337	395	140	202	222	2-deoxyglucose-6-phosphatase	R	General function prediction only
comp3089_c0_seq1_FPKM_all:49.339_FPKM_rel:21.918_len:3916_path:	PRK12678	4e-04	27	41.0	6	126	175	287	672	transcription termination factor Rho	K	Transcription
comp3439_c0_seq1_FPKM_all:71.834_FPKM_rel:71.834_len:775_path:[	PRK00277	3e-93	58	336	54	248	8	200	200	ATP-dependent Clp protease proteolytic subunit	X	Multifunctional
comp3987_c0_seq1_FPKM_all:41.744_FPKM_rel:5.28_len:7335_path:[0	PRK09510	7e-11	28	65.6	1056	1211	100	254	387	cell envelope integrity inner membrane protein TolA	M	Cell wall/membrane/envelope biogenesis
comp2018_c0_seq1_FPKM_all:99.786_FPKM_rel:99.786_len:2756_path:	PRK11504	1e-142	36	500	77	715	8	633	647	tyramine oxidase	Q	Secondary metabolites biosynthesis, transport and catabolism
comp3067_c0_seq4_FPKM_all:29.964_FPKM_rel:10.267_len:489_path:[	PRK11043	3e-07	32	49.1	44	158	25	139	401	putative transporter	G	Carbohydrate transport and metabolism
comp27446_c0_seq1_FPKM_all:2.482_FPKM_rel:2.482_len:523_path:[0	PRK00290	2e-94	68	339	1	173	203	375	627	molecular chaperone DnaK	O	Posttranslational modification, protein turnover, chaperones
comp26038_c0_seq1_FPKM_all:3.203_FPKM_rel:1.743_len:725_path:[0	PRK08591	1e-70	47	260	1	204	241	442	451	acetyl-CoA carboxylase biotin carboxylase subunit	I	Lipid transport and metabolism
comp17408_c0_seq2_FPKM_all:5.275_FPKM_rel:4.898_len:1269_path:[	PRK05279	9e-57	51	215	138	295	250	407	441	N-acetylglutamate synthase	E	Amino acid transport and metabolism
comp17301_c0_seq1_FPKM_all:5.747_FPKM_rel:5.747_len:1563_path:[	PRK05092	2e-13	24	72.2	26	239	724	909	931	PII uridylyl-transferase	O	Posttranslational modification, protein turnover, chaperones
comp17301_c0_seq1_FPKM_all:5.747_FPKM_rel:5.747_len:1563_path:[	PRK03059	7e-04	28	40.3	241	292	784	835	856	PII uridylyl-transferase	O	Posttranslational modification, protein turnover, chaperones
comp17869_c0_seq2_FPKM_all:4.291_FPKM_rel:2.304_len:1186_path:[	PRK10426	4e-96	45	346	51	324	374	627	635	alpha-glucosidase	G	Carbohydrate transport and metabolism
comp16701_c0_seq1_FPKM_all:6.167_FPKM_rel:6.167_len:792_path:[0	PRK00071	8e-10	25	57.9	1	158	59	203	203	nicotinic acid mononucleotide adenylyltransferase	H	Coenzyme transport and metabolism
comp17895_c0_seq1_FPKM_all:4.802_FPKM_rel:4.802_len:1330_path:[	PRK14875	1e-15	25	78.8	23	231	183	371	371	acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase	X	Multifunctional
comp23368_c0_seq2_FPKM_all:4.012_FPKM_rel:4.012_len:332_path:[0	PRK10903	9e-11	38	59.9	1	72	109	186	190	peptidyl-prolyl cis-trans isomerase A (rotamase A)	O	Posttranslational modification, protein turnover, chaperones
comp948_c0_seq1_FPKM_all:168.676_FPKM_rel:168.676_len:2738_path	PRK03983	1e-35	32	145	24	247	14	227	244	exosome complex exonuclease Rrp41	J	Translation, ribosomal structure and biogenesis
comp1831_c0_seq1_FPKM_all:105.702_FPKM_rel:105.702_len:2731_pat	PRK07994	6e-04	19	41.0	39	188	367	523	647	DNA polymerase III subunits gamma and tau	L	Replication, recombination and repair
comp16_c0_seq1_FPKM_all:3483.149_FPKM_rel:3483.149_len:2835_pat	PRK07003	5e-06	27	47.2	212	295	461	538	830	DNA polymerase III subunits gamma and tau	L	Replication, recombination and repair
comp944_c0_seq1_FPKM_all:212.633_FPKM_rel:212.633_len:2136_path	PRK13520	1e-49	30	193	273	624	38	371	371	L-tyrosine decarboxylase	E	Amino acid transport and metabolism
comp1865_c0_seq1_FPKM_all:80.578_FPKM_rel:80.578_len:2600_path:	PRK03170	6e-37	28	150	81	372	12	288	292	dihydrodipicolinate synthase	X	Multifunctional
comp1252_c0_seq1_FPKM_all:144.064_FPKM_rel:144.064_len:2073_pat	PRK11170	7e-48	31	186	14	405	4	364	382	N-acetylglucosamine-6-phosphate deacetylase	G	Carbohydrate transport and metabolism
comp962_c0_seq1_FPKM_all:106.287_FPKM_rel:54.528_len:518_path:[	PRK10290	2e-06	34	45.6	7	118	28	147	173	superoxide dismutase	P	Inorganic ion transport and metabolism
comp1575_c0_seq1_FPKM_all:92.962_FPKM_rel:47.338_len:1614_path:	PRK13729	8e-06	32	46.7	360	439	127	200	475	conjugal transfer pilus assembly protein TraB	S	Function unknown
comp9360_c0_seq1_FPKM_all:15.178_FPKM_rel:15.178_len:2626_path:	PRK10504	4e-17	24	84.8	71	370	20	308	471	putative transporter	G	Carbohydrate transport and metabolism
comp9785_c0_seq1_FPKM_all:5.483_FPKM_rel:3.281_len:760_path:[15	PRK13184	5e-05	35	42.4	116	200	3	86	932	serine/threonine-protein kinase	X	Multifunctional
comp8525_c0_seq1_FPKM_all:22.916_FPKM_rel:13.145_len:1164_path:	PRK10671	4e-04	33	40.9	130	186	108	164	834	copper exporting ATPase	P	Inorganic ion transport and metabolism
comp8817_c0_seq2_FPKM_all:19.291_FPKM_rel:13.915_len:432_path:[	PRK06394	6e-12	38	64.5	1	89	33	122	146	50S ribosomal protein L13P	J	Translation, ribosomal structure and biogenesis
comp37888_c0_seq1_FPKM_all:1.708_FPKM_rel:1.708_len:300_path:[0	PRK08327	7e-36	56	143	1	99	77	174	569	acetolactate synthase catalytic subunit	X	Multifunctional
comp36654_c0_seq1_FPKM_all:2.022_FPKM_rel:2.022_len:304_path:[0	PRK05729	4e-04	35	37.8	42	100	811	868	874	valyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
comp25343_c0_seq1_FPKM_all:2.966_FPKM_rel:2.966_len:829_path:[0	PRK13184	6e-05	24	42.4	1	85	135	237	932	serine/threonine-protein kinase	X	Multifunctional
comp35702_c0_seq1_FPKM_all:2.163_FPKM_rel:2.163_len:300_path:[0	PRK10745	1e-11	43	62.4	34	97	16	82	622	potassium transport protein Kup	P	Inorganic ion transport and metabolism
comp35063_c0_seq1_FPKM_all:2.283_FPKM_rel:2.283_len:359_path:[0	PRK00087	2e-05	35	42.2	37	93	566	622	647	4-hydroxy-3-methylbut-2-enyl diphosphate reductase/S1 RNA-binding domain protein	X	Multifunctional
comp11150_c0_seq2_FPKM_all:12.813_FPKM_rel:6.396_len:1522_path:	PRK10790	3e-41	35	164	87	326	331	565	592	putative multidrug transporter membrane\ATP-binding components	V	Defense mechanisms
comp11453_c0_seq1_FPKM_all:13.417_FPKM_rel:6.504_len:1003_path:	PRK06214	4e-51	42	195	4	200	345	530	530	sulfite reductase	P	Inorganic ion transport and metabolism
comp10993_c0_seq7_FPKM_all:4.554_FPKM_rel:2.794_len:330_path:[3	PRK00045	2e-34	36	138	1	109	10	118	423	glutamyl-tRNA reductase	H	Coenzyme transport and metabolism
comp11452_c0_seq2_FPKM_all:8.209_FPKM_rel:5.758_len:3191_path:[	PRK01642	1e-05	26	47.5	171	304	115	239	483	cardiolipin synthetase	I	Lipid transport and metabolism
comp11999_c0_seq1_FPKM_all:14.84_FPKM_rel:14.84_len:313_path:[0	PRK09569	3e-25	40	108	3	104	11	112	437	type I citrate synthase	C	Energy production and conversion
comp10647_c0_seq1_FPKM_all:13.57_FPKM_rel:13.57_len:2688_path:[	PRK11192	2e-41	30	165	256	685	2	345	434	ATP-dependent RNA helicase SrmB	X	Multifunctional
comp11501_c0_seq1_FPKM_all:10.94_FPKM_rel:10.94_len:1486_path:[	PRK13184	9e-13	22	70.2	92	370	9	289	932	serine/threonine-protein kinase	X	Multifunctional
comp11421_c0_seq3_FPKM_all:12.477_FPKM_rel:4.852_len:542_path:[	PRK03482	5e-22	48	98.6	63	152	3	89	215	phosphoglycerate mutase	G	Carbohydrate transport and metabolism
comp10204_c0_seq2_FPKM_all:10.165_FPKM_rel:4.824_len:1055_path:	PRK05086	2e-99	64	356	94	329	2	237	312	malate dehydrogenase	C	Energy production and conversion
comp10339_c0_seq3_FPKM_all:14.025_FPKM_rel:7.038_len:1975_path:	PRK15462	8e-13	24	70.4	21	230	2	189	493	dipeptide/tripeptide permease D	E	Amino acid transport and metabolism
comp7422_c0_seq1_FPKM_all:26.583_FPKM_rel:13.487_len:2621_path:	PRK04750	8e-23	31	104	473	665	46	251	537	putative ubiquinone biosynthesis protein UbiB	R	General function prediction only
comp6208_c0_seq3_FPKM_all:35.555_FPKM_rel:9.004_len:1927_path:[	PRK13537	2e-47	42	185	84	311	6	225	306	nodulation ABC transporter NodI	V	Defense mechanisms
comp7775_c0_seq1_FPKM_all:7.649_FPKM_rel:7.649_len:384_path:[0,	PRK08323	2e-25	63	109	59	126	2	65	459	phenylhydantoinase	F	Nucleotide transport and metabolism
comp7787_c0_seq1_FPKM_all:20.688_FPKM_rel:20.688_len:2128_path:	PRK02106	6e-59	36	223	36	346	1	299	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp7059_c0_seq1_FPKM_all:13.882_FPKM_rel:13.882_len:1117_path:	PRK00312	2e-06	35	46.0	2	63	150	208	212	protein-L-isoaspartate O-methyltransferase	O	Posttranslational modification, protein turnover, chaperones
comp4737_c0_seq2_FPKM_all:53.112_FPKM_rel:30.393_len:681_path:[	PRK09431	1e-11	33	64.9	151	225	118	191	554	asparagine synthetase B	E	Amino acid transport and metabolism
comp5920_c0_seq2_FPKM_all:31.496_FPKM_rel:11.886_len:2043_path:	PRK14954	9e-05	23	43.4	288	412	358	495	620	DNA polymerase III subunits gamma and tau	L	Replication, recombination and repair
comp5896_c0_seq3_FPKM_all:33.611_FPKM_rel:24.551_len:377_path:[	PRK06187	1e-14	34	73.3	4	110	368	458	521	long-chain-fatty-acid--CoA ligase	X	Multifunctional
comp4203_c0_seq1_FPKM_all:68.481_FPKM_rel:68.481_len:989_path:[	PRK14141	8e-34	35	139	61	255	4	191	209	heat shock protein GrpE	O	Posttranslational modification, protein turnover, chaperones
comp5263_c0_seq3_FPKM_all:48.111_FPKM_rel:16.447_len:1111_path:	PRK09328	2e-05	56	45.2	103	134	111	142	275	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	J	Translation, ribosomal structure and biogenesis
comp5736_c0_seq1_FPKM_all:45.506_FPKM_rel:23.454_len:1363_path:	PRK15370	2e-07	25	52.0	30	282	157	386	754	E3 ubiquitin-protein ligase SlrP	S	Function unknown
comp5205_c0_seq7_FPKM_all:17.309_FPKM_rel:9.139_len:811_path:[1	PRK13184	1e-10	27	62.1	89	266	3	206	932	serine/threonine-protein kinase	X	Multifunctional
comp4917_c0_seq1_FPKM_all:45.401_FPKM_rel:45.401_len:1485_path:	PRK09880	1e-52	28	202	3	354	4	331	343	L-idonate 5-dehydrogenase	X	Multifunctional
comp4970_c0_seq1_FPKM_all:54.631_FPKM_rel:54.631_len:2652_path:	PRK09432	4e-41	32	164	7	274	20	278	296	5,10-methylenetetrahydrofolate reductase	E	Amino acid transport and metabolism
comp14957_c0_seq1_FPKM_all:6.852_FPKM_rel:6.852_len:1929_path:[	PRK02106	4e-81	30	297	41	606	2	531	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp14606_c0_seq2_FPKM_all:5.381_FPKM_rel:3.075_len:311_path:[4	PRK08997	1e-27	47	115	1	101	203	299	334	isocitrate dehydrogenase	X	Multifunctional
comp15065_c0_seq4_FPKM_all:5.535_FPKM_rel:2.768_len:580_path:[7	PRK12285	7e-48	36	184	1	189	54	237	368	tryptophanyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
comp15371_c0_seq4_FPKM_all:5.265_FPKM_rel:2.633_len:480_path:[2	PRK00811	6e-62	46	230	3	159	1	163	283	spermidine synthase	E	Amino acid transport and metabolism
comp14011_c0_seq1_FPKM_all:7.435_FPKM_rel:7.435_len:2113_path:[	PRK10133	4e-43	29	171	184	580	21	428	438	L-fucose transporter	G	Carbohydrate transport and metabolism
comp18059_c0_seq1_FPKM_all:5.191_FPKM_rel:5.191_len:2000_path:[	PRK13184	7e-05	25	44.4	373	560	51	230	932	serine/threonine-protein kinase	X	Multifunctional
comp18413_c0_seq2_FPKM_all:4.86_FPKM_rel:2.883_len:1019_path:[0	PRK10077	2e-14	23	74.7	9	290	208	471	479	D-xylose transporter XylE	G	Carbohydrate transport and metabolism
comp18265_c0_seq1_FPKM_all:6.753_FPKM_rel:6.753_len:703_path:[0	PRK10767	8e-19	47	87.9	1	67	5	66	371	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp19627_c0_seq4_FPKM_all:4.562_FPKM_rel:1.253_len:1063_path:[	PRK00390	5e-05	38	42.4	60	88	571	606	805	leucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
comp20040_c0_seq1_FPKM_all:3.812_FPKM_rel:3.812_len:1102_path:[	PRK11570	1e-09	34	58.3	133	254	88	205	206	peptidyl-prolyl cis-trans isomerase	O	Posttranslational modification, protein turnover, chaperones
comp20090_c0_seq1_FPKM_all:3.888_FPKM_rel:2.522_len:325_path:[0	PRK00049	1e-28	61	119	1	71	330	395	396	elongation factor Tu	J	Translation, ribosomal structure and biogenesis
comp20814_c0_seq1_FPKM_all:6.022_FPKM_rel:6.022_len:397_path:[0	PRK08249	5e-42	51	164	16	131	151	266	398	cystathionine gamma-synthase	E	Amino acid transport and metabolism
comp13098_c0_seq3_FPKM_all:10.287_FPKM_rel:10.287_len:757_path:	PRK12851	5e-07	25	47.8	5	124	411	525	541	chaperonin GroEL	O	Posttranslational modification, protein turnover, chaperones
comp13656_c0_seq1_FPKM_all:6.747_FPKM_rel:6.747_len:405_path:[1	PRK06828	5e-05	28	41.3	19	109	332	435	491	amidase	J	Translation, ribosomal structure and biogenesis
comp12652_c0_seq5_FPKM_all:7.826_FPKM_rel:2.595_len:803_path:[0	PRK04171	2e-09	37	56.4	114	164	60	109	222	ribosome biogenesis protein	S	Function unknown
comp12453_c0_seq1_FPKM_all:11.003_FPKM_rel:5.851_len:537_path:[	PRK05950	2e-30	57	124	26	91	161	226	232	succinate dehydrogenase iron-sulfur subunit	C	Energy production and conversion
comp31712_c0_seq1_FPKM_all:2.797_FPKM_rel:2.797_len:403_path:[0	PRK15101	2e-05	30	43.0	45	131	49	136	961	protease3	O	Posttranslational modification, protein turnover, chaperones
comp30867_c0_seq1_FPKM_all:2.44_FPKM_rel:2.44_len:336_path:[0].	PRK10791	8e-16	53	76.8	41	92	2	53	164	peptidyl-prolyl cis-trans isomerase B (rotamase B)	O	Posttranslational modification, protein turnover, chaperones
comp3337_c0_seq1_FPKM_all:31.514_FPKM_rel:11.831_len:970_path:[	PRK05434	5e-64	44	238	24	245	10	224	507	phosphoglyceromutase	G	Carbohydrate transport and metabolism
comp3456_c0_seq2_FPKM_all:95.706_FPKM_rel:49.885_len:647_path:[	PRK00216	2e-05	30	44.0	25	87	53	125	239	ubiquinone/menaquinone biosynthesis methyltransferase	H	Coenzyme transport and metabolism
comp3637_c0_seq2_FPKM_all:42.693_FPKM_rel:21.438_len:2984_path:	PRK10263	2e-06	29	49.3	268	444	666	843	1355	DNA translocase FtsK	D	Cell cycle control, cell division, chromosome partitioning
comp3881_c0_seq1_FPKM_all:35.248_FPKM_rel:17.808_len:3435_path:	PRK10444	1e-20	26	96.0	101	361	21	245	248	UMP phosphatase	G	Carbohydrate transport and metabolism
comp3422_c0_seq3_FPKM_all:33.481_FPKM_rel:33.42_len:558_path:[1	PRK14501	3e-12	47	66.5	132	184	1	52	726	putative bifunctional trehalose-6-phosphate synthase/HAD hydrolase subfamily IIB	G	Carbohydrate transport and metabolism
comp2266_c0_seq1_FPKM_all:73.652_FPKM_rel:73.652_len:3151_path:	PRK02106	4e-25	32	111	472	623	382	532	560	choline dehydrogenase	E	Amino acid transport and metabolism
comp2266_c0_seq1_FPKM_all:73.652_FPKM_rel:73.652_len:3151_path:	PRK06292	5e-04	38	41.7	58	96	2	38	460	dihydrolipoamide dehydrogenase	C	Energy production and conversion
comp3387_c0_seq1_FPKM_all:57.029_FPKM_rel:57.029_len:3567_path:	PRK12300	0.0	31	643	124	1155	1	897	897	leucyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
comp2449_c0_seq1_FPKM_all:97.473_FPKM_rel:97.473_len:2334_path:	PRK05035	2e-06	19	49.2	21	247	472	695	695	electron transport complex protein RnfC	C	Energy production and conversion
comp2102_c0_seq2_FPKM_all:66.655_FPKM_rel:55.69_len:2003_path:[	PRK07656	1e-109	33	391	35	534	16	513	513	long-chain-fatty-acid--CoA ligase	X	Multifunctional
comp28542_c0_seq1_FPKM_all:3.599_FPKM_rel:3.599_len:427_path:[0	PRK05342	1e-26	48	113	1	78	325	398	412	ATP-dependent protease ATP-binding subunit ClpX	O	Posttranslational modification, protein turnover, chaperones
comp16813_c0_seq2_FPKM_all:5.308_FPKM_rel:3.086_len:830_path:[0	PRK07735	2e-04	42	41.1	142	190	196	249	430	NADH dehydrogenase subunit C	C	Energy production and conversion
comp23074_c0_seq1_FPKM_all:2.796_FPKM_rel:1.897_len:342_path:[0	PRK04042	3e-25	51	108	1	88	168	254	254	50S ribosomal protein L4P	J	Translation, ribosomal structure and biogenesis
comp902_c0_seq4_FPKM_all:119.609_FPKM_rel:30.174_len:10444_path	PRK14995	5e-14	27	74.8	270	579	42	345	495	methyl viologen resistance protein SmvA	G	Carbohydrate transport and metabolism
comp202_c0_seq1_FPKM_all:657.582_FPKM_rel:657.582_len:2219_path	PRK00077	0.0	56	651	1	431	3	420	425	enolase	G	Carbohydrate transport and metabolism
comp882_c0_seq1_FPKM_all:170.073_FPKM_rel:170.073_len:2445_path	PRK09880	4e-67	35	251	285	619	2	328	343	L-idonate 5-dehydrogenase	X	Multifunctional
comp661_c0_seq10_FPKM_all:193.151_FPKM_rel:69.024_len:525_path:	PRK13511	8e-10	27	58.1	2	174	204	393	469	6-phospho-beta-galactosidase	G	Carbohydrate transport and metabolism
comp818_c0_seq1_FPKM_all:186.846_FPKM_rel:186.846_len:2758_path	PRK10077	1e-52	27	203	26	482	13	474	479	D-xylose transporter XylE	G	Carbohydrate transport and metabolism
comp1215_c0_seq1_FPKM_all:33.771_FPKM_rel:33.771_len:445_path:[	PRK00047	2e-09	46	55.2	1	49	451	498	498	glycerol kinase	C	Energy production and conversion
comp8107_c0_seq5_FPKM_all:7.454_FPKM_rel:3.849_len:559_path:[42	PRK00009	1e-45	37	177	1	185	218	392	911	phosphoenolpyruvate carboxylase	C	Energy production and conversion
comp36451_c0_seq1_FPKM_all:1.873_FPKM_rel:1.873_len:474_path:[0	PRK10077	2e-10	28	60.1	39	154	282	387	479	D-xylose transporter XylE	G	Carbohydrate transport and metabolism
comp25823_c0_seq1_FPKM_all:3.551_FPKM_rel:3.551_len:529_path:[0	PRK05218	6e-43	40	167	1	173	437	600	613	heat shock protein 90	O	Posttranslational modification, protein turnover, chaperones
comp10993_c0_seq4_FPKM_all:10.457_FPKM_rel:6.695_len:454_path:[	PRK00045	1e-12	37	66.0	2	87	342	420	423	glutamyl-tRNA reductase	H	Coenzyme transport and metabolism
comp10173_c0_seq3_FPKM_all:9.968_FPKM_rel:4.984_len:418_path:[1	PRK14278	2e-05	27	42.7	2	138	71	235	378	chaperone protein DnaJ	O	Posttranslational modification, protein turnover, chaperones
comp10982_c0_seq3_FPKM_all:5.936_FPKM_rel:3.308_len:351_path:[0	PRK01198	3e-06	23	44.9	1	116	18	134	352	V-type ATP synthase subunit C	C	Energy production and conversion
comp11435_c0_seq1_FPKM_all:12.153_FPKM_rel:12.153_len:1141_path	PRK07066	4e-65	38	243	32	342	7	313	321	3-hydroxybutyryl-CoA dehydrogenase	I	Lipid transport and metabolism
comp6080_c0_seq1_FPKM_all:23.262_FPKM_rel:11.714_len:4324_path:	PRK03992	3e-56	43	216	991	1229	126	360	389	proteasome-activating nucleotidase	O	Posttranslational modification, protein turnover, chaperones
comp6591_c0_seq3_FPKM_all:26.512_FPKM_rel:13.211_len:1515_path:	PRK10749	8e-08	21	52.7	64	242	82	274	330	lysophospholipase L2	I	Lipid transport and metabolism
comp6208_c0_seq1_FPKM_all:19.572_FPKM_rel:6.696_len:5483_path:[	PRK13537	2e-47	42	187	1278	1505	6	225	306	nodulation ABC transporter NodI	V	Defense mechanisms
comp6208_c0_seq1_FPKM_all:19.572_FPKM_rel:6.696_len:5483_path:[	PRK13632	1e-26	32	118	383	594	8	220	271	cobalt transporter ATP-binding subunit	P	Inorganic ion transport and metabolism
comp7280_c0_seq1_FPKM_all:16.132_FPKM_rel:4.153_len:2566_path:[	PRK09422	6e-34	30	139	35	354	9	335	338	ethanol-active dehydrogenase/acetaldehyde-active reductase	R	General function prediction only
comp6406_c0_seq1_FPKM_all:30.999_FPKM_rel:30.999_len:2511_path:	PRK10524	1e-171	41	597	11	678	10	629	629	propionyl-CoA synthetase	I	Lipid transport and metabolism
